Active users,New users,Message rate,Media sharing,Spam ratio,User sentiment,Server load,Time of day,Latency,Bandwidth usage,Traffic state,Optimal Route,Message type
43940,687,5840,0.38,0.04,positive,58,Night,68,313.75,Medium,Route C,text
8671,83,770,0.11,0.03,neutral,23,Night,48,63.72,Medium,Route A,text
11356,1027,2077,0.35,0.06,neutral,10,Afternoon,152,105.46,High,Route C,text
46143,2989,2720,0.24,0.02,positive,48,Night,114,274.33,High,Route C,text
8775,94,1214,0.15,0.03,positive,11,Night,45,76.94,Medium,Route C,text
21239,380,3819,0.34,0.05,neutral,17,Afternoon,45,193.5,High,Route B,image
35748,2389,5221,0.26,0.04,neutral,58,Afternoon,41,246.98,Low,Route A,image
33491,403,2938,0.42,0.1,neutral,33,Morning,24,258.33,Low,Route B,text
6237,533,559,0.58,0.2,negative,10,Morning,28,87.23,Medium,Route B,text
4292,114,833,0.37,0.03,positive,10,Morning,140,58.63,High,Route A,text
32795,3120,3658,0.43,0.05,neutral,32,Night,63,228.15,Medium,Route B,text
30887,1181,819,0.54,0.11,negative,19,Morning,49,236.2,Medium,Route C,video
32041,332,3681,0.29,0.18,negative,52,Afternoon,144,228.56,High,Route C,text
48666,1720,2483,0.57,0.05,neutral,57,Evening,31,323.37,Low,Route A,text
31002,3078,5436,0.49,0.03,positive,43,Evening,40,248.08,Low,Route B,text
31382,2453,5628,0.16,0.05,positive,44,Afternoon,73,248.26,High,Route C,image
8375,359,1168,0.24,0.06,neutral,10,Night,26,82.54,Low,Route A,text
15803,1305,2769,0.29,0.09,neutral,14,Night,12,145.3,Low,Route A,spam
2757,28,361,0.49,0.04,neutral,10,Afternoon,38,81.01,Medium,Route A,video
25035,952,1160,0.09,0.05,neutral,15,Morning,55,140.34,High,Route C,image
1687,11,102,0.24,0.01,positive,12,Night,50,38.74,High,Route A,text
42058,999,7906,0.48,0.04,positive,69,Morning,69,328.33,Medium,Route B,text
33041,2353,755,0.3,0.03,positive,31,Morning,162,202.19,High,Route C,text
20688,57,478,0.46,0.05,positive,30,Night,109,145.98,High,Route B,text
34498,1781,5787,0.33,0.04,positive,60,Night,33,281.4,Low,Route A,text
25707,17,5013,0.37,0.17,negative,39,Afternoon,136,232.47,High,Route C,image
45006,705,2257,0.43,0.08,neutral,47,Afternoon,126,281.81,High,Route A,text
21366,191,2733,0.52,0.03,positive,42,Afternoon,23,194.08,Low,Route A,image
28431,2184,1365,0.47,0.09,neutral,31,Evening,169,208.27,High,Route C,spam
44586,1394,1375,0.12,0.05,positive,35,Night,94,249.15,High,Route C,text
39985,2108,2443,0.42,0.06,neutral,35,Evening,63,279.94,Medium,Route C,text
25290,1715,842,0.53,0.1,neutral,22,Afternoon,38,177.29,Low,Route A,text
35589,3015,6678,0.59,0.04,positive,54,Night,152,319.22,High,Route C,video
49613,4301,1354,0.09,0.02,positive,55,Evening,56,287.92,Low,Route C,text
2565,213,321,0.35,0.09,neutral,10,Morning,15,35.72,Low,Route A,image
26568,2165,4623,0.48,0.02,positive,41,Morning,94,236.39,High,Route C,spam
12393,904,732,0.11,0.1,neutral,10,Afternoon,27,97.05,Low,Route A,spam
18911,999,3377,0.06,0.04,neutral,15,Afternoon,82,138.63,High,Route C,image
19861,16,3498,0.2,0.17,negative,35,Morning,47,135.82,Low,Route B,spam
45800,657,7349,0.13,0.12,negative,82,Night,48,323.29,Low,Route C,image
8136,42,1524,0.28,0.14,negative,10,Afternoon,56,99.36,Medium,Route B,image
10487,54,845,0.3,0.16,negative,10,Evening,148,105.63,High,Route C,text
9364,288,419,0.43,0.05,neutral,10,Morning,70,84.74,High,Route C,text
15378,1123,958,0.35,0.24,negative,20,Afternoon,116,107.71,High,Route C,text
45875,1634,7953,0.18,0.04,positive,66,Afternoon,162,310.11,High,Route C,image
44756,451,1345,0.54,0.03,positive,34,Night,36,290.03,Low,Route A,image
8419,674,1067,0.51,0.02,positive,10,Morning,23,122.8,Low,Route A,spam
13154,1142,2025,0.37,0.23,negative,25,Afternoon,14,134.06,Low,Route B,text
5282,10,492,0.19,0.19,negative,10,Afternoon,26,60.8,Medium,Route A,video
28157,549,4721,0.27,0.02,positive,55,Morning,51,205.15,Low,Route A,text
21352,260,1845,0.1,0.09,neutral,35,Afternoon,88,136.68,High,Route C,spam
32881,2239,5846,0.58,0.1,neutral,51,Night,33,278.62,Low,Route B,text
15995,723,2237,0.08,0.08,neutral,10,Night,44,123.06,Medium,Route B,image
23023,1286,1702,0.22,0.06,neutral,31,Evening,22,171.77,Low,Route A,text
6951,136,1183,0.36,0.09,neutral,21,Evening,50,100.93,Medium,Route C,text
25702,2283,5070,0.22,0.02,positive,45,Afternoon,104,194.72,High,Route C,text
21776,1719,3777,0.2,0.23,negative,31,Night,54,173.05,Medium,Route C,video
3739,146,616,0.16,0.04,positive,10,Morning,32,42.33,Low,Route A,text
2746,81,479,0.21,0.05,positive,10,Night,16,28.7,Low,Route A,text
4116,160,765,0.57,0.02,positive,10,Morning,31,67.4,Low,Route A,text
20243,1317,3464,0.31,0.13,negative,15,Night,27,181.81,Medium,Route A,text
31623,478,4984,0.15,0.09,negative,61,Morning,46,231.49,Medium,Route A,text
42855,890,1896,0.41,0.01,positive,58,Evening,151,293.53,High,Route C,image
26955,1040,3684,0.34,0.07,neutral,32,Morning,122,202.74,High,Route C,text
10869,285,1024,0.54,0.02,positive,22,Morning,15,126.96,Low,Route A,spam
25303,2189,2454,0.22,0.05,positive,45,Evening,29,170.92,Low,Route A,spam
48931,455,4178,0.23,0.21,negative,64,Afternoon,159,322.81,High,Route A,video
28857,149,1247,0.12,0.03,neutral,23,Afternoon,57,158.66,High,Route C,image
6793,252,1176,0.21,0.06,neutral,10,Evening,45,77.71,Medium,Route A,text
44328,1651,8566,0.28,0.08,neutral,65,Evening,41,347.01,Low,Route A,image
933,81,59,0.22,0.1,neutral,10,Evening,104,45.5,High,Route C,spam
34807,1000,2127,0.57,0.02,positive,36,Night,36,248.35,Medium,Route C,text
40892,3999,7243,0.18,0.1,neutral,51,Morning,39,286.14,Low,Route A,text
40613,1424,4777,0.49,0.22,negative,69,Night,177,309.41,High,Route C,image
25650,23,2533,0.59,0.19,negative,19,Morning,56,225.5,Medium,Route B,text
35826,2694,3585,0.41,0.15,negative,51,Morning,31,251.58,Medium,Route B,spam
9265,903,1801,0.6,0.03,positive,10,Night,13,119.83,Low,Route A,spam
14824,1038,2483,0.07,0.09,neutral,36,Morning,65,106.6,High,Route C,text
3418,251,642,0.24,0.05,neutral,14,Morning,67,57.39,Medium,Route C,video
557,22,46,0.42,0.25,negative,10,Evening,24,48.69,Medium,Route B,text
18061,388,2048,0.06,0.15,negative,20,Night,111,113.18,High,Route B,spam
5629,518,227,0.37,0.02,positive,10,Morning,19,71.63,Low,Route A,text
36421,3384,6563,0.14,0.07,neutral,51,Afternoon,44,274.64,Low,Route A,text
31516,3136,5020,0.1,0.02,positive,34,Afternoon,40,200.23,Medium,Route A,text
10034,587,211,0.58,0.24,negative,22,Morning,171,109.33,High,Route C,text
14196,497,698,0.37,0.1,negative,10,Night,23,98.11,Low,Route B,image
36742,1799,1279,0.15,0.07,neutral,48,Morning,191,223.88,High,Route C,text
32305,2539,843,0.07,0.11,negative,46,Morning,43,159.62,Low,Route A,text
43818,2825,2925,0.46,0.05,neutral,40,Evening,43,293.98,Low,Route A,text
17193,960,3168,0.1,0.2,negative,20,Morning,24,133.23,Low,Route C,text
4911,467,463,0.18,0.08,neutral,10,Afternoon,25,62.96,Low,Route A,image
11652,779,1618,0.14,0.02,positive,10,Afternoon,24,75.58,Medium,Route C,image
12128,435,720,0.5,0.05,neutral,18,Evening,21,133.6,Low,Route B,text
18262,525,3310,0.21,0.01,positive,34,Afternoon,53,140.27,Medium,Route A,text
48823,1065,1169,0.43,0.04,neutral,45,Morning,116,294.63,High,Route C,image
41998,1008,4270,0.16,0.21,negative,46,Afternoon,19,258.07,Low,Route A,text
44744,2467,6068,0.54,0.09,neutral,65,Morning,171,342.07,High,Route C,text
6232,215,177,0.24,0.03,positive,13,Afternoon,37,41.13,Medium,Route B,video
17231,1485,479,0.55,0.02,positive,20,Afternoon,36,137.91,Medium,Route A,text
31818,2334,2944,0.38,0.05,neutral,40,Afternoon,49,230.75,Medium,Route C,text
8940,434,555,0.18,0.23,negative,17,Morning,79,64.85,Medium,Route C,text
21856,385,1129,0.14,0.11,negative,15,Night,17,125.39,Low,Route C,image
20909,892,2730,0.42,0.13,negative,17,Night,55,158.0,Medium,Route B,spam
17025,370,409,0.52,0.08,negative,10,Evening,26,156.94,Low,Route A,text
26213,1583,3115,0.36,0.07,neutral,42,Afternoon,29,207.78,Low,Route A,text
27186,890,1774,0.15,0.16,negative,21,Evening,58,165.93,Medium,Route B,text
38379,3206,4377,0.57,0.16,negative,53,Morning,99,280.63,High,Route C,image
10249,458,754,0.4,0.02,positive,25,Night,112,105.28,High,Route C,text
2838,31,220,0.52,0.07,neutral,16,Afternoon,17,79.0,Low,Route A,spam
27864,2258,2475,0.31,0.09,neutral,36,Evening,37,185.25,Low,Route A,text
41709,402,5578,0.16,0.04,positive,50,Evening,26,275.46,Low,Route A,text
13213,460,1226,0.26,0.1,neutral,21,Morning,30,105.33,Low,Route A,spam
36477,1491,5728,0.4,0.23,negative,60,Evening,123,281.63,High,Route C,text
40221,3592,2582,0.44,0.14,negative,41,Evening,73,273.82,High,Route C,image
27380,2477,2554,0.16,0.05,neutral,40,Evening,144,181.89,High,Route C,text
24222,893,4492,0.34,0.05,neutral,46,Afternoon,125,209.32,High,Route C,text
28390,1595,3122,0.23,0.15,negative,41,Afternoon,71,176.93,Medium,Route B,text
39603,3452,2304,0.37,0.04,positive,46,Evening,87,251.14,Medium,Route B,text
4290,183,579,0.43,0.02,positive,13,Afternoon,84,75.68,High,Route C,image
42284,457,922,0.27,0.02,positive,46,Afternoon,29,241.7,Low,Route A,text
8651,732,900,0.08,0.01,positive,22,Afternoon,117,57.01,High,Route C,image
37126,2025,3692,0.35,0.08,neutral,53,Night,44,268.08,Low,Route A,text
33704,2969,1746,0.32,0.01,positive,35,Afternoon,50,200.53,Medium,Route B,image
45402,3188,5629,0.44,0.05,neutral,52,Afternoon,68,316.82,Medium,Route A,text
31910,1002,1371,0.46,0.06,neutral,24,Afternoon,127,221.79,High,Route C,text
2649,254,413,0.17,0.04,positive,10,Afternoon,30,27.26,Low,Route A,text
30596,2859,3858,0.06,0.03,positive,56,Morning,40,201.3,Low,Route B,image
3782,95,144,0.32,0.22,negative,10,Afternoon,59,70.43,Medium,Route C,text
36038,788,7177,0.31,0.05,neutral,46,Morning,50,297.48,Medium,Route B,text
23795,317,660,0.53,0.03,positive,22,Afternoon,79,193.74,High,Route A,image
14839,951,1672,0.5,0.19,negative,19,Morning,34,144.94,Low,Route A,text
10540,887,1818,0.4,0.07,neutral,30,Night,27,109.3,Low,Route A,image
47280,682,4119,0.41,0.04,neutral,63,Evening,144,304.02,High,Route C,spam
40079,233,6927,0.29,0.04,positive,75,Night,63,296.88,Medium,Route A,spam
20091,1827,560,0.08,0.04,positive,30,Afternoon,91,101.86,High,Route C,text
23603,2008,2198,0.42,0.25,negative,36,Night,56,196.59,Medium,Route A,text
4375,41,744,0.06,0.06,neutral,10,Night,33,21.85,Low,Route B,image
49593,1605,2274,0.41,0.02,positive,43,Night,36,323.66,Low,Route A,text
44261,855,4830,0.05,0.04,positive,59,Morning,53,268.07,Low,Route A,text
47309,1934,2675,0.29,0.03,positive,52,Night,63,278.1,Medium,Route A,text
14841,1459,1997,0.13,0.04,neutral,28,Morning,57,109.22,Medium,Route B,text
26441,1092,3293,0.56,0.05,positive,25,Afternoon,37,223.8,Low,Route A,text
46217,641,8117,0.37,0.09,neutral,85,Afternoon,37,340.38,Low,Route A,text
12369,190,2437,0.16,0.06,neutral,22,Night,14,86.38,Low,Route A,spam
29545,1511,4831,0.08,0.04,positive,34,Afternoon,26,219.98,Low,Route A,video
7468,631,556,0.3,0.02,positive,16,Evening,51,74.01,Medium,Route C,text
1312,33,87,0.31,0.09,neutral,10,Morning,35,34.92,Low,Route B,text
33779,2262,3717,0.46,0.18,negative,52,Morning,190,269.81,High,Route B,image
32735,250,2765,0.1,0.03,positive,50,Afternoon,142,184.42,High,Route C,text
3992,50,320,0.5,0.07,neutral,16,Afternoon,66,88.99,High,Route C,image
9290,449,290,0.06,0.15,negative,17,Afternoon,68,47.88,Medium,Route B,video
33768,763,6147,0.39,0.01,positive,55,Afternoon,42,288.47,Low,Route A,image
29054,781,5436,0.29,0.03,positive,58,Evening,103,227.98,High,Route A,text
1036,46,56,0.44,0.19,negative,10,Evening,53,61.11,Medium,Route A,image
14850,291,1230,0.57,0.05,neutral,10,Afternoon,37,130.48,Low,Route A,video
13571,136,1958,0.43,0.02,positive,32,Morning,22,123.97,Low,Route B,text
35274,2081,6713,0.28,0.06,neutral,41,Night,96,280.39,High,Route B,text
12280,430,1140,0.33,0.08,neutral,26,Morning,81,87.77,High,Route B,spam
18908,1630,1290,0.26,0.05,positive,31,Afternoon,16,118.73,Low,Route A,image
12154,191,1868,0.5,0.06,neutral,15,Evening,28,145.4,Low,Route A,text
3609,38,653,0.42,0.05,positive,10,Morning,15,86.51,Low,Route C,image
22272,679,1083,0.25,0.04,neutral,38,Evening,59,129.91,Medium,Route C,text
9950,695,400,0.31,0.04,neutral,10,Night,66,86.92,High,Route C,spam
20754,1199,3979,0.5,0.1,neutral,35,Morning,41,207.31,Medium,Route A,image
45598,4103,3563,0.29,0.01,positive,69,Night,48,273.41,Low,Route C,image
47482,1129,1154,0.34,0.19,negative,37,Morning,55,291.53,Medium,Route A,text
49812,4561,1770,0.41,0.08,neutral,66,Night,175,297.1,High,Route C,spam
2946,135,360,0.17,0.04,neutral,10,Morning,150,37.92,High,Route C,image
35881,2132,2922,0.2,0.13,negative,47,Night,52,240.9,Medium,Route B,text
27565,2446,874,0.44,0.03,positive,43,Afternoon,42,188.37,Low,Route A,video
21236,562,3461,0.55,0.08,neutral,23,Night,38,176.02,Medium,Route C,image
21348,1389,897,0.15,0.25,negative,14,Night,26,113.33,Low,Route A,text
15311,882,2871,0.55,0.25,negative,11,Afternoon,51,179.95,High,Route C,spam
38332,3812,4264,0.35,0.02,positive,46,Evening,160,281.95,High,Route C,text
40918,3730,7681,0.59,0.03,positive,63,Afternoon,28,331.91,Low,Route A,image
48237,2611,993,0.59,0.05,neutral,39,Night,183,304.14,High,Route C,text
36511,2163,4427,0.35,0.02,positive,58,Evening,87,261.32,Medium,Route A,video
4074,255,234,0.16,0.05,positive,18,Afternoon,81,46.71,High,Route A,image
23247,356,4256,0.31,0.12,negative,50,Afternoon,62,183.64,Medium,Route A,image
24051,1501,2762,0.53,0.07,neutral,26,Night,44,202.18,Medium,Route C,text
1895,101,270,0.31,0.09,neutral,10,Evening,20,51.41,Low,Route A,video
19653,1690,1795,0.47,0.07,neutral,22,Evening,81,166.01,Medium,Route C,spam
26936,1648,2515,0.44,0.04,positive,24,Morning,31,214.95,Low,Route A,image
43523,618,1275,0.34,0.08,neutral,36,Morning,152,258.11,High,Route A,text
6603,284,134,0.08,0.05,neutral,10,Morning,30,48.38,Medium,Route B,text
30149,550,4164,0.15,0.06,neutral,35,Afternoon,47,207.38,Medium,Route A,text
34344,2542,5471,0.13,0.02,positive,50,Night,56,250.4,Medium,Route C,text
3719,308,710,0.59,0.07,neutral,10,Evening,34,97.5,Medium,Route C,text
45456,877,6238,0.24,0.06,neutral,66,Night,47,302.33,Low,Route A,text
1817,181,271,0.4,0.05,positive,16,Night,52,47.05,Medium,Route C,text
38047,3075,3522,0.11,0.07,neutral,56,Evening,32,241.64,Low,Route C,text
29759,1085,3253,0.23,0.01,positive,31,Morning,124,198.25,High,Route C,text
45965,3304,1419,0.23,0.19,negative,63,Morning,68,279.28,Medium,Route C,text
10147,964,1900,0.11,0.03,positive,10,Afternoon,40,80.46,Medium,Route B,text
39956,1001,2311,0.49,0.03,positive,48,Night,62,282.58,Medium,Route A,spam
34330,2418,1693,0.57,0.1,neutral,28,Night,84,242.01,High,Route A,text
15026,606,2560,0.45,0.04,positive,10,Afternoon,58,130.87,Medium,Route A,spam
21893,139,4285,0.25,0.04,positive,36,Evening,135,177.39,High,Route C,text
19445,1750,1969,0.11,0.09,neutral,24,Evening,37,144.64,Low,Route A,text
29118,1746,5460,0.43,0.04,neutral,41,Evening,28,256.31,Medium,Route B,text
23480,1765,4453,0.47,0.02,positive,41,Evening,58,200.22,Medium,Route A,video
2839,125,461,0.13,0.03,positive,10,Evening,93,33.84,High,Route C,text
14266,533,2686,0.56,0.08,negative,18,Afternoon,90,142.97,High,Route C,text
24934,1943,1216,0.19,0.04,neutral,35,Afternoon,23,160.81,Low,Route A,text
46675,3919,1634,0.39,0.02,positive,41,Morning,163,293.26,High,Route C,text
25068,2118,4227,0.36,0.03,positive,25,Evening,128,185.43,High,Route C,text
46426,632,2426,0.08,0.19,negative,40,Night,48,257.4,Medium,Route A,video
39830,964,841,0.37,0.05,neutral,51,Morning,28,238.29,Low,Route A,image
31407,830,1074,0.24,0.03,neutral,21,Evening,19,197.73,Low,Route A,text
36035,848,810,0.5,0.11,negative,31,Evening,41,246.96,Medium,Route A,image
18861,1759,3194,0.44,0.02,positive,14,Morning,105,162.23,High,Route B,text
5378,81,951,0.5,0.16,negative,19,Night,29,93.48,Medium,Route C,image
35311,747,6712,0.1,0.04,positive,65,Morning,60,253.22,Medium,Route B,text
626,19,79,0.11,0.03,positive,10,Night,18,5.0,Medium,Route B,image
43717,3902,6310,0.27,0.02,positive,49,Morning,68,326.01,Medium,Route C,image
14813,852,2933,0.13,0.17,negative,36,Evening,55,128.84,High,Route C,image
3207,311,286,0.58,0.03,positive,17,Morning,72,70.37,High,Route C,text
20729,24,3964,0.47,0.22,negative,32,Afternoon,38,193.68,Low,Route A,video
41317,1836,4432,0.59,0.14,negative,47,Evening,47,319.95,Low,Route B,text
7493,187,423,0.59,0.21,negative,20,Morning,46,86.38,Medium,Route C,text
10190,491,1687,0.21,0.05,positive,10,Night,44,96.22,Low,Route A,image
19526,1102,3227,0.11,0.04,neutral,17,Evening,17,125.11,Medium,Route A,text
45424,3720,1772,0.49,0.1,negative,58,Morning,174,294.35,High,Route C,text
16736,251,3045,0.59,0.06,neutral,11,Morning,114,155.54,High,Route C,spam
32067,1537,3893,0.2,0.01,positive,52,Evening,82,225.49,High,Route A,text
10329,79,1433,0.22,0.08,negative,10,Night,40,73.76,Low,Route A,image
42491,3052,8164,0.18,0.05,positive,53,Night,36,318.75,Low,Route A,spam
2073,50,390,0.46,0.22,negative,10,Afternoon,47,71.1,Medium,Route A,text
47450,1684,1476,0.18,0.07,neutral,50,Night,65,256.96,Medium,Route C,text
48633,3069,4601,0.4,0.07,neutral,63,Afternoon,183,332.59,High,Route C,video
24621,1217,905,0.37,0.14,negative,13,Afternoon,29,186.39,Low,Route C,image
32300,2284,2805,0.4,0.04,positive,52,Afternoon,54,230.48,Medium,Route B,spam
20992,682,1481,0.41,0.24,negative,20,Evening,54,168.87,Medium,Route A,text
22602,1735,2160,0.11,0.06,neutral,33,Morning,45,160.74,Medium,Route B,text
42202,2122,2192,0.26,0.05,neutral,42,Evening,110,258.79,High,Route C,text
47153,4713,4310,0.43,0.02,positive,69,Afternoon,77,340.91,Medium,Route A,text
14761,1314,2825,0.44,0.24,negative,32,Morning,23,152.2,Low,Route A,image
30934,2671,3218,0.55,0.06,neutral,28,Night,24,224.55,Low,Route B,text
1826,13,289,0.56,0.04,positive,14,Night,49,60.56,Medium,Route A,text
38514,1152,3472,0.22,0.04,positive,36,Evening,45,245.23,Medium,Route B,image
30807,1499,4309,0.33,0.02,positive,52,Night,82,218.27,High,Route A,text
8229,171,503,0.6,0.02,positive,10,Evening,23,91.83,Medium,Route C,text
31161,2034,2757,0.09,0.03,positive,44,Afternoon,88,208.47,Medium,Route A,video
23859,1666,1760,0.1,0.01,positive,37,Evening,49,157.54,Medium,Route B,image
43347,1743,2323,0.54,0.11,negative,47,Night,30,304.45,Low,Route C,image
45209,4379,6880,0.27,0.15,negative,70,Evening,171,314.96,High,Route A,text
37169,2122,2275,0.39,0.03,positive,40,Morning,87,254.09,Medium,Route C,text
42186,2442,1929,0.59,0.01,positive,42,Evening,31,308.89,Low,Route A,image
42464,970,7769,0.54,0.07,neutral,76,Night,61,334.21,Low,Route A,spam
48394,4277,3782,0.53,0.1,negative,67,Night,151,346.95,High,Route B,text
5990,17,260,0.58,0.16,negative,10,Evening,23,70.95,Low,Route B,image
45870,1301,1847,0.57,0.07,neutral,53,Evening,138,316.69,High,Route C,text
2048,178,115,0.32,0.02,positive,10,Morning,39,54.56,Low,Route B,text
31310,3063,5740,0.48,0.08,neutral,49,Afternoon,43,243.38,Medium,Route B,text
11081,991,505,0.12,0.02,positive,10,Morning,25,88.44,Low,Route B,spam
22050,1454,3359,0.4,0.05,neutral,46,Night,97,170.47,High,Route C,image
19704,138,485,0.4,0.05,positive,28,Morning,30,133.23,Medium,Route B,video
5161,357,403,0.59,0.01,positive,16,Evening,95,89.15,High,Route B,video
22964,2102,3790,0.46,0.08,neutral,43,Evening,45,206.33,Low,Route A,video
18469,247,2270,0.56,0.03,positive,38,Night,34,174.9,Low,Route A,spam
36754,2785,1805,0.33,0.04,positive,52,Evening,50,253.16,Low,Route A,image
33218,249,5308,0.06,0.22,negative,44,Morning,106,240.57,High,Route C,spam
12049,553,848,0.57,0.02,positive,21,Afternoon,46,144.18,Medium,Route B,text
36868,2172,3934,0.1,0.04,positive,40,Night,75,236.94,High,Route C,text
37432,3548,2913,0.3,0.03,positive,60,Morning,59,260.97,Low,Route A,text
29893,537,4365,0.59,0.22,negative,49,Evening,48,271.72,Low,Route A,video
34772,835,2159,0.21,0.14,negative,47,Evening,46,232.13,Low,Route C,spam
35208,1433,3144,0.54,0.21,negative,48,Afternoon,60,257.14,Medium,Route C,text
1068,73,188,0.33,0.04,neutral,10,Evening,20,31.85,Low,Route A,spam
36980,396,6708,0.52,0.23,negative,67,Night,88,304.65,High,Route C,text
10122,362,1683,0.09,0.03,positive,24,Morning,59,78.09,High,Route B,spam
49602,2273,2339,0.41,0.21,negative,43,Afternoon,80,306.66,Medium,Route B,text
34330,3025,5275,0.09,0.13,negative,44,Night,164,231.67,High,Route C,image
30613,1814,3093,0.5,0.05,neutral,46,Morning,31,227.38,Low,Route A,text
6027,302,1066,0.38,0.04,positive,10,Night,40,68.06,Medium,Route B,spam
33437,1286,5504,0.6,0.02,positive,58,Morning,123,293.91,High,Route C,text
26071,1076,3661,0.12,0.06,neutral,42,Morning,33,185.98,Low,Route A,text
47670,2128,3441,0.58,0.05,neutral,65,Morning,61,331.04,Medium,Route C,text
5912,256,396,0.48,0.03,neutral,14,Evening,87,76.05,High,Route C,spam
15449,993,2744,0.41,0.21,negative,16,Morning,24,161.95,Low,Route B,text
27816,2656,3631,0.53,0.05,positive,48,Afternoon,37,219.35,Low,Route B,text
11990,98,2153,0.21,0.05,neutral,10,Morning,85,95.51,High,Route B,video
44581,220,3126,0.34,0.05,neutral,52,Afternoon,38,281.73,Low,Route A,text
28050,2645,1120,0.47,0.03,positive,22,Night,84,199.82,High,Route C,text
33966,129,6346,0.34,0.09,neutral,39,Night,22,280.25,Low,Route A,text
48741,2931,2095,0.19,0.02,positive,44,Afternoon,63,303.31,Medium,Route A,image
47096,4485,6837,0.37,0.17,negative,54,Afternoon,111,326.39,High,Route C,text
18410,1670,466,0.41,0.14,negative,12,Night,31,133.39,Low,Route A,spam
20501,1394,1937,0.58,0.09,neutral,24,Evening,37,180.48,Low,Route A,text
4918,106,685,0.14,0.08,neutral,20,Night,19,36.33,Low,Route A,text
11385,264,1063,0.39,0.02,positive,11,Evening,147,125.99,High,Route C,image
29215,2843,4166,0.32,0.2,negative,32,Evening,92,237.05,High,Route A,video
38232,1811,2607,0.25,0.24,negative,45,Afternoon,44,234.41,Low,Route A,image
45111,2803,5312,0.28,0.03,positive,53,Afternoon,47,293.66,Medium,Route A,text
27702,1514,5218,0.09,0.09,neutral,42,Night,53,209.51,Medium,Route A,video
42914,1935,4697,0.41,0.02,positive,68,Afternoon,45,318.88,Low,Route A,text
7726,770,1140,0.49,0.21,negative,16,Evening,143,114.97,High,Route C,text
32562,782,6001,0.17,0.04,positive,40,Morning,40,234.72,Low,Route A,image
14099,18,1337,0.51,0.03,positive,15,Morning,137,137.63,High,Route C,text
15171,299,1883,0.27,0.07,neutral,13,Evening,49,120.6,High,Route C,image
2303,59,358,0.22,0.22,negative,11,Morning,64,42.61,High,Route B,text
45323,1352,8234,0.24,0.09,neutral,84,Evening,200,313.74,High,Route A,text
20353,1929,3342,0.35,0.19,negative,24,Night,15,173.7,Low,Route C,image
18736,1312,2375,0.28,0.04,neutral,31,Afternoon,31,165.19,Low,Route C,text
40738,2583,1691,0.2,0.18,negative,31,Evening,157,233.82,High,Route C,image
11639,224,2305,0.23,0.05,neutral,21,Night,58,90.0,Medium,Route C,image
24362,2365,4461,0.43,0.02,positive,41,Afternoon,41,200.22,Low,Route B,text
46174,2513,6056,0.21,0.05,neutral,53,Night,28,322.57,Low,Route A,image
1919,84,167,0.13,0.03,positive,10,Morning,17,39.03,Medium,Route C,text
10028,572,1174,0.15,0.1,neutral,10,Evening,23,66.49,Low,Route A,text
41953,1343,4010,0.45,0.03,neutral,54,Afternoon,59,313.05,Medium,Route C,video
47439,1001,6279,0.39,0.03,positive,59,Afternoon,102,345.56,High,Route C,text
18529,209,825,0.1,0.02,positive,10,Evening,24,92.54,Low,Route A,text
16675,109,2600,0.52,0.04,positive,18,Evening,43,144.93,Medium,Route A,text
38876,1616,5496,0.11,0.13,negative,68,Evening,52,253.46,Low,Route B,spam
31330,1547,1818,0.21,0.22,negative,41,Morning,179,204.76,High,Route C,image
31251,2680,5521,0.42,0.01,positive,34,Night,36,233.64,Medium,Route C,text
34456,2497,5448,0.39,0.02,positive,39,Night,46,267.2,Low,Route A,text
14654,1213,2837,0.2,0.08,neutral,19,Evening,102,114.15,High,Route C,text
8163,688,446,0.09,0.06,neutral,20,Evening,47,45.84,Medium,Route B,text
26637,1814,4651,0.59,0.18,negative,36,Afternoon,38,247.6,Low,Route C,text
5998,484,1033,0.4,0.14,negative,10,Night,35,62.77,Low,Route B,text
10351,429,606,0.4,0.09,neutral,25,Evening,34,92.75,Medium,Route B,image
24472,2226,3946,0.07,0.19,negative,39,Night,122,153.15,High,Route C,text
30033,2699,3574,0.55,0.03,positive,29,Night,108,232.79,High,Route C,text
35070,892,5153,0.56,0.05,neutral,59,Night,50,290.05,Medium,Route B,text
25967,95,2984,0.54,0.07,neutral,21,Morning,63,216.96,Medium,Route C,text
3830,253,470,0.6,0.06,neutral,10,Morning,29,78.0,Medium,Route A,text
24215,1951,4456,0.1,0.09,neutral,39,Evening,75,178.59,Medium,Route B,text
42869,2208,2291,0.07,0.03,positive,52,Afternoon,25,249.78,Low,Route A,text
21440,1504,2414,0.57,0.08,neutral,37,Morning,38,196.9,Low,Route A,spam
44837,2824,1333,0.13,0.05,neutral,46,Afternoon,36,251.65,Low,Route C,spam
30601,3042,2313,0.08,0.17,negative,47,Evening,61,175.89,High,Route C,text
49729,1461,6674,0.53,0.17,negative,78,Afternoon,142,361.57,High,Route C,text
22946,1155,3848,0.35,0.01,positive,21,Night,34,171.26,Low,Route A,text
46507,207,4220,0.44,0.03,positive,59,Morning,37,321.57,Low,Route A,image
40770,3643,2353,0.16,0.04,positive,52,Afternoon,173,236.73,High,Route C,video
39555,2087,2425,0.28,0.02,positive,47,Evening,25,246.31,Low,Route A,image
19904,1437,2633,0.28,0.04,positive,41,Afternoon,154,159.8,High,Route C,text
